,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Í–ËŸ⁄ ‚‹ŸŸ‘,“Ÿ‹,ﬁ”Ÿ‡Í ﬁÁ’Ë,‚ŸË ﬁ“’ËŸ› —ŸÈË–‹,ﬁÁÊ’‚,È‡Í ‚‹ŸŸ‘,ﬁ“”Ë,ﬁÊ— ﬁÈ‰◊ÍŸ,·ÿÿ’· ‚‹ŸŸ‘,Í–ËŸ⁄ Ë–Ÿ’ﬂ ‚‹ŸŸ‘,ﬁ·' ÿŸ·Í ‚‹ŸŸ‘,
,7/13/2023,9,New York,Jerusalem,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),3/27/2023,LY02,
,7/13/2023,6,New York,Jerusalem,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),3/27/2023,LY02,
,7/13/2023,2,New York,Jerusalem,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),3/27/2023,LY02,
,7/13/2023,22,FL,Tel Aviv-Yafo,Engineer - Electrical,2023,Female,Single,Ezrach Oleh,3/27/2023,LY02,
,7/13/2023,18,Colorado,Tsor'a,Student,2023,Male,Single,Katin Chozer,3/11/2023,LY02,
,7/13/2023,37,Ohio,Bet Shemesh,IT,2023,Male,Married,Oleh,3/16/2023,LY02,
,7/13/2023,10,Ohio,Bet Shemesh,,2023,Male,Child,Oleh,3/16/2023,LY02,
,7/13/2023,37,Ohio,Bet Shemesh,Education - Elementary,2023,Female,Married,Oleh,3/16/2023,LY02,
,7/13/2023,8,Ohio,Bet Shemesh,,2023,Male,Child,Oleh,3/16/2023,LY02,
,7/13/2023,8,Ohio,Bet Shemesh,,2023,Female,Child,Oleh,3/16/2023,LY02,
,7/13/2023,3,Ohio,Bet Shemesh,,2023,Female,Child,Oleh,3/16/2023,LY02,
,7/13/2023,32,New York,Ramat Gan,Speech Therapist/Pathologist,2023,Female,Single,Oleh,3/19/2023,LY02,
,7/13/2023,79,Maryland,Karnei Shomron,Retirement,2023,Female,Widowed,Oleh,6/1/2023,LY02,
,7/13/2023,28,New York,Jerusalem,Clerk,2023,Female,Single,Oleh,5/14/2023,LY02,
,7/13/2023,65,New York,Jerusalem,Non Profit,2023,Male,Married,Oleh,5/14/2023,LY02,
,7/13/2023,50,New York,Jerusalem,Education Other,2023,Female,Married,Oleh,5/14/2023,LY02,
,7/17/2023,41,Massachusetts,Hashmona'im,Finance,2023,Male,Married,Oleh,3/28/2023,LY16,
,7/17/2023,6,Massachusetts,Hashmona'im,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),3/28/2023,LY16,
,7/17/2023,4,Massachusetts,Hashmona'im,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),3/28/2023,LY16,
,7/17/2023,8,Massachusetts,Hashmona'im,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),3/28/2023,LY16,
,7/17/2023,23,Massachusetts,Jerusalem,Student,2023,Female,Single,Oleh,3/30/2023,LY16,
,7/18/2023,79,California,Jerusalem,Physician,2023,Female,Widowed,Oleh,11/15/2022,LY06,
,7/18/2023,1,California,Kfar Tavor,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),5/24/2023,LY06,
,7/18/2023,3,California,Kfar Tavor,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),5/24/2023,LY06,
,7/18/2023,37,California,Kfar Tavor,Pharmacist,2023,Female,Married,Oleh,5/24/2023,LY06,
,7/18/2023,84,California,Ra'anana,Homemaker,2023,Female,Widowed,Oleh,11/28/2022,LY06,
,7/18/2023,69,Ohio,Afula,PC Technician,2023,Male,Married,Oleh,8/5/2022,LY28,
,7/18/2023,65,Ohio,Afula,Seamstress,2023,Female,Married,Oleh,8/5/2022,LY28,
,7/18/2023,75,Kansas,Modi'in-Maccabim-Re'ut,Psychologist,2023,Female,Widowed,Oleh Miyom Shuvo,7/17/2022,LY28,
,7/18/2023,30,Maryland,Tel Aviv-Yafo,Therapy/Counseling,2023,Female,Single,Oleh,4/27/2023,LY28,
,7/18/2023,63,Ohio,Haifa,PC Technician,2023,Male,Divorced,Oleh,8/4/2022,LY28,
,7/18/2023,67,PA,Netanya,Physician Retired,2023,Female,Married,Oleh,4/20/2023,LY28,
,7/18/2023,73,PA,Netanya,Biochemist,2023,Male,Married,Oleh,4/20/2023,LY28,
,7/18/2023,25,California,Jerusalem,Self Employed/Small Business,2023,Male,Single,Oleh,6/8/2022,LY28,
,7/18/2023,20,,Betar Illit,Student,2023,Female,Single,,,,
,7/18/2023,49,California,Haifa,Lawyer,2023,Male,Married,Oleh,3/22/2023,LY28,
,7/18/2023,74,New York,Jerusalem,Retirement,2023,Male,Married,Oleh,11/15/2022,LY28,
,7/18/2023,74,New York,Jerusalem,Retirement,2023,Female,Married,Oleh,11/15/2022,LY28,
,7/18/2023,65,Nevada,Ashdod,Unemployed,2023,Female,Married,Oleh,2/22/2023,LY28,
,7/18/2023,19,Pennsylvania,Beit She'an,Sales - Retail,2023,Male,Single,Oleh,3/8/2023,LY28,
,7/18/2023,18,New Jersey,Ra'anana,Student,2023,Female,Single,Oleh,3/8/2023,LY28,
,7/18/2023,38,Florida,Tel Aviv-Yafo,Management,2023,Female,Single,Ezrach Oleh,2/28/2023,LY28,
,7/18/2023,20,Pennsylvania,Ashkelon,Student,2023,Male,Single,Oleh,5/19/2023,LY28,
,7/18/2023,83,New York,Bet Shemesh,Education - Jewish,2023,Female,Widowed,Oleh,2/22/2023,LY28,
,7/18/2023,46,New York,Mitzpe Ramon,Professor,2023,Male,Married,Oleh,5/22/2023,LY28,
,7/18/2023,11,New York,Mitzpe Ramon,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),5/22/2023,LY28,
,7/18/2023,17,Washington,Tsor'a,Unemployed,2023,Female,Single,Ezrach Oleh,3/11/2023,LY06,
,7/18/2023,31,Arizona,Bet Shemesh,Unemployed,2023,Female,Married,Oleh,5/17/2023,LY28,
,7/18/2023,33,Arizona,Bet Shemesh,Lawyer,2023,Male,Married,Oleh,5/17/2023,LY28,
,7/18/2023,5,Arizona,Bet Shemesh,,2023,Female,Child,Oleh,5/17/2023,LY28,
,7/18/2023,5,Arizona,Bet Shemesh,,2023,Male,Child,Oleh,5/17/2023,LY28,
,7/18/2023,4,Arizona,Bet Shemesh,,2023,Male,Child,Oleh,5/17/2023,LY28,
,7/18/2023,1,Arizona,Bet Shemesh,,2023,Male,Child,Oleh,5/17/2023,LY28,
,7/18/2023,17,California,Yizre'el,Academia,2023,Male,Single,Ezrach Oleh,3/19/2023,LY06,
,7/18/2023,35,California,Tel Aviv-Yafo,Software Engineer,2023,Female,Single,Oleh,5/30/2023,LY28,
,7/18/2023,20,New York,Jerusalem,Childcare,2023,Female,Divorced,,,,
,7/18/2023,31,Illinois,Pardes Hanna-Karkur,Other,2023,Female,Married,Oleh,5/16/2023,UA140,
,7/18/2023,3,Illinois,Pardes Hanna-Karkur,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),5/16/2023,UA140,
,7/18/2023,0,Illinois,Pardes Hanna-Karkur,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),5/16/2023,UA140,
,7/18/2023,29,Illinois,Jerusalem,Social Work,2023,Female,Single,Oleh,5/16/2023,LY28,
,7/18/2023,43,New Jersey,Petah Tikva,Academia,2023,Female,Married,Katin Chozer,6/7/2023,LY28,
,7/18/2023,3,New Jersey,Petah Tikva,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),6/7/2023,LY28,
,7/18/2023,1,New Jersey,Petah Tikva,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),6/7/2023,LY28,
,7/18/2023,1,New Jersey,Petah Tikva,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),6/7/2023,LY28,
,7/18/2023,27,California,Jerusalem,Yoga Instructor,2023,Female,Single,,,,
,7/18/2023,11,California,Ness Ziona,,2023,Male,Child,,5/16/2023,LY06,
,7/18/2023,15,California,Ness Ziona,,2023,Female,Child,Oleh,5/16/2023,LY06,
,7/18/2023,47,California,Ness Ziona,Therapy/Counseling,2023,Female,Married,Ezrach Oleh,5/16/2023,LY06,
,7/19/2023,49,Florida,Ma'ale Adumim,Driver,2023,Male,Married,,2/14/2022,,
,7/19/2023,31,,Bet Shemesh,,2023,Male,Married,,,,
,7/19/2023,23,Pennsylvania,Hertsliya,Student,2023,Female,Single,,,,
,7/19/2023,80,New York,Jerusalem,Retirement,2023,Female,Widowed,,,,
,7/19/2023,52,New York,Jerusalem,Real Estate Agent,2023,Male,Married,,,,
,7/19/2023,21,New Jersey,Ashdod,,2023,Female,Single,,,,
,7/19/2023,27,California,Rishon LeTsiyon,Biotech,2023,Male,Single,,,,
,7/19/2023,24,New York,Beit Shemesh,Other,2023,Male,Married,,,,
,7/19/2023,23,Florida,Tel Aviv,Artist,2023,Female,Single,,,,
,7/19/2023,21,New Jersey,Jerusalem,Student,2023,Female,Married,,,,
,7/19/2023,21,,Jerusalem,Banking - Mortgages,2023,Female,Married,,,,
,7/19/2023,40,,Jerusalem,Kollel,2023,Male,Married,,,,
,7/19/2023,20,,Jerusalem,,2023,Male,Single,,,,
,7/19/2023,62,,Jerusalem,,2023,Female,Married,,,,
,7/19/2023,67,,Jerusalem,,2023,Male,Married,,,,
,7/19/2023,28,,Betar Illit,Student,2023,Male,Married,,,,
,7/19/2023,27,,Tel Aviv-Yafo,,2023,Female,Single,,,,
,7/19/2023,49,New York,Jerusalem,Lawyer,2023,Male,Married,,,,
,7/19/2023,32,California,Tel Aviv-Yafo,Entrepreneur,2023,Female,Engaged,,5/17/2023,,
,7/19/2023,45,,Jerusalem,,2023,Female,Married,,,,
,7/19/2023,24,,Tel Aviv-Yafo,,2023,Female,Single,,,,
,7/19/2023,22,,Tel Aviv-Yafo,Physical Therapist,2023,Female,Single,,,,
,7/19/2023,33,,Betar Illit,Student,2023,Male,Married,,,,
,7/19/2023,56,,Jerusalem,,2023,Male,Married,,,,
,7/19/2023,27,,Jerusalem,,2023,Male,Single,,,,
,7/19/2023,27,,Jerusalem,,2023,Male,Married,,,,
,7/19/2023,23,,Herzliya,,2023,Female,Married,,,,
,7/19/2023,21,,Betar Illit,Student,2023,Male,Married,,,,
,7/20/2023,67,New York,kiryat gat,Real Estate Manager,2023,Male,Married,Oleh,7/25/2022,LY18,
,7/20/2023,61,New York,kiryat gat,Nurse,2023,Female,Married,Oleh,7/25/2022,LY18,
,7/20/2023,59,New Jersey,Jerusalem,Accountant,2023,Male,Married,Oleh,9/12/2022,UA90,
,7/20/2023,59,New Jersey,Jerusalem,Education - Early Childhood,2023,Female,Married,Oleh,9/12/2022,UA90,
,7/20/2023,18,,Rehovot,Education - High School,2023,Female,Single,Ezrach Oleh,3/19/2023,LY18,
,7/20/2023,18,Maryland,Sasa,Student,2023,Female,Single,Ezrach Oleh,6/28/2023,UA72,
,7/23/2023,44,,Jerusalem,Kollel,2023,Male,Married,,,,
,7/23/2023,14,,Jerusalem,,2023,Male,Child,,,,
,7/23/2023,19,,Ashdod,,2023,Male,Married,,,,
,7/24/2023,57,Quebec,Netanya,Sales,2023,Male,Married,Oleh,2/23/2023,AC82,
,7/25/2023,1,New Jersey,Modi'in-Maccabim-Re'ut,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),5/19/2023,LY04,
,7/25/2023,5,New Jersey,Modi'in-Maccabim-Re'ut,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),5/19/2023,LY04,
,7/25/2023,29,New Jersey,Modi'in-Maccabim-Re'ut,Graphic Designer - Print,2023,Female,Married,Oleh,5/19/2023,LY04,
,7/25/2023,3,New Jersey,Modi'in-Maccabim-Re'ut,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),5/19/2023,LY04,
,7/25/2023,46,Washington,Tel Aviv-Yafo,IT Manager,2023,Male,Divorced,Oleh,4/27/2023,LY04,
,7/25/2023,71,NJ,Netanya,Lawyer,2023,Male,Married,Oleh,3/9/2023,LY08,
,7/25/2023,70,NJ,Netanya,Video Production,2023,Female,Married,Oleh,3/9/2023,LY08,
,7/25/2023,23,California,Kiryat Gat,Student,2023,Female,Single,Oleh,6/5/2023,LY04,
,7/25/2023,23,New York,Haifa,Unemployed,2023,Female,Single,Oleh,2/15/2023,LY04,
,7/25/2023,18,Massachusetts,Sasa,Student,2023,Female,Single,Ezrach Oleh,3/19/2023,LY04,
,7/25/2023,18,New Jersey,Sasa,Student,2023,Female,Single,Katin Chozer (MYG),3/19/2023,LY04,
,7/25/2023,18,Texas,Gazit,Student,2023,Male,Single,Katin Chozer,3/12/2023,LY04,
,7/25/2023,63,Florida,Bat Yam,Real Estate,2023,Male,Divorced,Gorer Zakaut (Haarachat zakaut),5/1/2023,TK78/TK790,
,7/25/2023,17,New York,Sasa,Student,2023,Female,Single,Ezrach Oleh,5/14/2023,LY04,
,7/25/2023,30,,Haifa,,2023,Female,Single,,,,
,7/26/2023,25,Ontario,Tel Aviv-Yafo,Student,2023,Female,Single,,,,
,7/26/2023,24,,Tel Aviv,,2023,Female,Single,,,,
,7/27/2023,25,,Tel Aviv-Yafo,,2023,Female,Single,,,,
,7/28/2023,18,California,Ra'anana,,2023,Female,Single,,,,
,7/30/2023,25,,Jerusalem,,2023,Male,Single,,,,
,7/30/2023,17,California,Tsor'a,Student,2023,Male,Single,Ezrach Oleh,3/18/2023,AC782/AC80,
,7/30/2023,18,Massachusetts,Haifa,Unemployed,2023,Female,Single,,,,
,7/31/2023,18,Texas,Petah Tikva,Student,2023,Male,Single,Ezrach Oleh,5/25/2023,LY28,
,8/1/2023,28,New York,Migdal HaEmek,Education - Elementary,2023,Female,Married,Oleh,5/18/2023,LY28,
,8/1/2023,30,New York,Migdal HaEmek,Accountant,2023,Male,Married,Oleh,5/18/2023,LY28,
,8/1/2023,41,New York,Jerusalem,Speech Therapist/Pathologist,2023,Male,Married,Ezrach Oleh,3/24/2023,LY28,
,8/1/2023,41,New York,Jerusalem,Other,2023,Female,Married,Katin Chozer,3/24/2023,LY28,
,8/1/2023,19,New York,Jerusalem,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),3/24/2023,LY28,
,8/1/2023,17,New York,Jerusalem,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),3/24/2023,LY28,
,8/1/2023,13,New York,Jerusalem,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),3/24/2023,LY28,
,8/1/2023,6,New York,Jerusalem,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),3/24/2023,LY28,
,8/1/2023,1,New York,Jerusalem,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),3/24/2023,LY28,
,8/1/2023,22,New Jersey,Jerusalem,Student,2023,Female,Single,Oleh,7/3/2023,LY28,
,8/1/2023,17,Texas,Gazit,Student,2023,Female,Single,Ezrach Oleh,3/12/2023,LY28,
,8/1/2023,18,Washington,Tsor'a,Student,2023,Male,Single,Katin Chozer,3/11/2023,LY28,
,8/1/2023,18,Wisconsin,Kiryat Ata,Student,,Female,Single,Ezrach Oleh,,,
,8/2/2023,73,Michigan,Petah Tikva,Programmer - App Developer,2023,Female,Single,Oleh,3/7/2023,LY26,
,8/2/2023,53,Florida,Caesarea,Social Work,2023,Female,Divorced,,,,
,8/2/2023,12,Maryland,Bet Shemesh,,2023,Female,Child,Oleh,5/22/2023,LY26,
,8/2/2023,10,Maryland,Bet Shemesh,,2023,Female,Child,Oleh,5/22/2023,LY26,
,8/2/2023,37,Maryland,Bet Shemesh,Kollel,2023,Male,Married,Oleh,5/22/2023,LY26,
,8/2/2023,35,Maryland,Bet Shemesh,Education - Elementary,2023,Female,Married,Oleh,5/22/2023,LY26,
,8/2/2023,8,Maryland,Bet Shemesh,,2023,Male,Child,Oleh,5/22/2023,LY26,
,8/2/2023,5,Maryland,Bet Shemesh,,2023,Female,Child,Oleh,5/22/2023,LY26,
,8/2/2023,3,Maryland,Bet Shemesh,,2023,Male,Child,Oleh,5/22/2023,LY26,
,8/2/2023,65,New Jersey,Modi'in-Maccabim-Re'ut,Business Developer,2023,Male,Married,Oleh,3/19/2023,LY26,
,8/2/2023,62,New Jersey,Modi'in-Maccabim-Re'ut,Dentist,2023,Female,Married,Oleh,3/19/2023,LY26,
,8/2/2023,20,Arizona,Safed,,2023,Female,Single,,,,
,8/2/2023,6,New Jersey,Efrat,,2023,Male,Child,Oleh,3/14/2023,LY26,
,8/2/2023,11,New Jersey,Efrat,,2023,Male,Child,Oleh,3/14/2023,LY26,
,8/2/2023,42,New Jersey,Efrat,Bookkeeper,2023,Male,Married,Oleh,3/14/2023,LY26,
,8/2/2023,38,New Jersey,Efrat,Business Developer,2023,Female,Married,Oleh,3/14/2023,LY26,
,8/2/2023,50,New Jersey,Jerusalem,Finance - Investment,2023,Female,Married,Oleh,3/24/2023,LY26,
,8/2/2023,47,New York,Jerusalem,Physician,2023,Male,Married,Oleh,11/22/2022,LY26,
,8/2/2023,31,New York,Beit Shemesh,Education - Early Childhood,2023,Female,Married,Oleh,4/17/2023,LY26,
,8/2/2023,33,New York,Beit Shemesh,Finance,2023,Male,Married,Oleh,4/17/2023,LY26,
,8/2/2023,9,New York,Beit Shemesh,,2023,Female,Child,Oleh,4/17/2023,LY26,
,8/2/2023,4,New York,Beit Shemesh,,2023,Female,Child,Oleh,4/17/2023,LY26,
,8/2/2023,48,,Jerusalem,,2023,Female,Married,,,,
,8/2/2023,33,Massachusetts,Modi'in-Maccabim-Re'ut,Physician,2023,Female,Married,Ezrach Oleh,3/19/2023,LY26,
,8/2/2023,36,Massachusetts,Modi'in-Maccabim-Re'ut,Hi Tech General,2023,Male,Married,Oleh,3/19/2023,LY26,
,8/2/2023,8,Massachusetts,Modi'in-Maccabim-Re'ut,,2023,Female,Child,Oleh,3/19/2023,LY26,
,8/2/2023,6,Massachusetts,Modi'in-Maccabim-Re'ut,,2023,Female,Child,Oleh,3/19/2023,LY26,
,8/2/2023,2,Massachusetts,Modi'in-Maccabim-Re'ut,,2023,Female,Child,Oleh,3/19/2023,LY26,
,8/2/2023,29,New York,Rekhasim,Education - Elementary,2023,Female,Married,Oleh,5/19/2023,LY26,
,8/2/2023,32,New York,Rekhasim,Education - High School,2023,Male,Married,Oleh,5/19/2023,LY26,
,8/2/2023,7,New York,Rekhasim,,2023,Male,Child,Oleh,5/19/2023,LY26,
,8/2/2023,6,New York,Rekhasim,,2023,Female,Child,Oleh,5/19/2023,LY26,
,8/2/2023,4,New York,Rekhasim,,2023,Male,Child,Oleh,5/19/2023,LY26,
,8/2/2023,3,New York,Rekhasim,,2023,Female,Child,Oleh,5/19/2023,LY26,
,8/2/2023,1,New York,Rekhasim,,2023,Female,Child,Oleh,5/19/2023,LY26,
,8/2/2023,26,New York,Efrat,Education - High School,2023,Female,Married,Oleh,5/14/2023,LY26,
,8/2/2023,28,New York,Efrat,Advertising,2023,Male,Married,Oleh,5/14/2023,LY26,
,8/2/2023,4,New York,Efrat,,2023,Female,Child,Oleh,5/14/2023,LY26,
,8/2/2023,1,New York,Efrat,,2023,Female,Child,Oleh,5/14/2023,LY26,
,8/2/2023,46,New York,Bat Yam,Entrepreneur,2023,Female,Divorced,Oleh,11/17/2022,LY26,
,8/2/2023,24,,Tel Aviv-Yafo,Student,2023,Female,Single,Oleh,4/5/2023,LY26,
,8/2/2023,65,New Jersey,Jerusalem,Physician,2023,Male,Married,Oleh,3/19/2023,LY26,
,8/2/2023,21,New York,Giv'at Shmuel,Jewelry/Diamonds,2023,Female,Single,Oleh,7/6/2023,,
,8/2/2023,22,New Hampshire,Herzlia,Nurse,2023,Female,Single,Oleh,2/16/2023,LY26,
,8/2/2023,22,New York,Alon Shvut,Student,2023,Female,Married,Oleh,5/14/2023,LY26,
,8/2/2023,49,New York,Jerusalem,Accountant CPA,2023,Female,Married,Temporary Resident,7/12/2018,,
,8/2/2023,25,,Safed,,2023,Male,Single,,,,
,8/2/2023,19,Massachusetts,Sasa,Student,2023,Female,Single,Katin Chozer,3/19/2023,LY26,
,8/2/2023,16,Colorado,Modi'in Makabim-Re'ut,,2023,Female,Child,Oleh,5/25/2023,LY26,
,8/2/2023,14,Colorado,Modi'in Makabim-Re'ut,,2023,Male,Child,Oleh,5/25/2023,LY26,
,8/2/2023,43,Colorado,Modi'in Makabim-Re'ut,Physical Therapist,2023,Male,Married,Oleh,5/25/2023,LY26,
,8/2/2023,48,Colorado,Modi'in Makabim-Re'ut,Writer - Marketing,2023,Female,Married,Oleh,5/25/2023,LY26,
,8/2/2023,21,,Jerusalem,,2023,Male,Single,,,,
,8/2/2023,40,Maryland,Ramat Bet Shemesh,Non Profit,2023,Male,Married,Oleh,4/20/2023,LY26,
,8/2/2023,40,Maryland,Ramat Bet Shemesh,Therapy/Counseling,2023,Female,Married,Oleh,4/20/2023,LY26,
,8/2/2023,6,Maryland,Ramat Bet Shemesh,,2023,Female,Child,Oleh,4/20/2023,LY26,
,8/2/2023,5,Maryland,Ramat Bet Shemesh,,2023,Male,Child,Oleh,4/20/2023,LY26,
,8/2/2023,4,Maryland,Ramat Bet Shemesh,,2023,Male,Child,Oleh,4/20/2023,LY26,
,8/2/2023,49,,Rishon LeTsiyon,,2023,Male,Separated,,,,
,8/2/2023,27,New York,Jerusalem,Business,2023,Female,Single,,,,
,8/2/2023,36,New Jersey,Bet Shemesh,Homemaker,2023,Female,Married,Oleh,5/14/2023,LY26,
,8/2/2023,38,New Jersey,Bet Shemesh,Sales,2023,Male,Married,Oleh,5/14/2023,LY26,
,8/2/2023,13,New Jersey,Bet Shemesh,,2023,Male,Child,Oleh,5/14/2023,LY26,
,8/2/2023,11,New Jersey,Bet Shemesh,,2023,Male,Child,Oleh,5/14/2023,LY26,
,8/2/2023,9,New Jersey,Bet Shemesh,,2023,Female,Child,Oleh,5/14/2023,LY26,
,8/2/2023,3,New Jersey,Bet Shemesh,,2023,Female,Child,Oleh,5/14/2023,LY26,
,8/2/2023,0,New Jersey,Bet Shemesh,,2023,Female,Child,Oleh,5/14/2023,LY26,
,8/2/2023,24,,Jerusalem,,2023,Male,Single,,,,
,8/2/2023,70,New York,Beit Shemesh,Sales - Retail,2023,Female,Divorced,Oleh,4/24/2023,LY26,
,8/2/2023,27,,Tel Aviv-Yafo,,2023,Female,Single,,,,
,8/3/2023,36,Florida,Kefar Sava,Marketing Communications,2023,Female,Married,,,,
,8/3/2023,2,Florida,Bet Shemesh,,2023,Male,Child,Oleh,4/19/2023,LY18,
,8/3/2023,29,Florida,Bet Shemesh,Self Employed/Small Business,2023,Female,Married,Oleh,4/19/2023,LY18,
,8/3/2023,31,Florida,Bet Shemesh,Sales,2023,Male,Married,Oleh,4/19/2023,LY18,
,8/3/2023,6,Florida,Bet Shemesh,,2023,Female,Child,Oleh,4/19/2023,LY18,
,8/3/2023,8,Florida,Bet Shemesh,,2023,Male,Child,Oleh,4/19/2023,LY18,
,8/3/2023,19,MA,Jerusalem,Student,2023,Female,Single,Katin Chozer,6/27/2022,LY04,
,8/3/2023,30,New York,Tel Aviv-Yafo,Marketing Communications,2023,Female,Single,Oleh,4/18/2023,LY04,
,8/3/2023,71,New York,Bet Shemesh,Education - English,2023,Female,Widowed,Oleh,2/28/2023,LY04,
,8/3/2023,32,Florida,€‰Ë –‹””,Self Employed/Small Business,2023,Female,Married,,7/10/2023,,
,8/3/2023,9,Florida,€‰Ë –‹””,,2023,Male,Child,,7/10/2023,,
,8/3/2023,6,Florida,€‰Ë –‹””,,2023,Female,Child,,7/10/2023,,
,8/3/2023,3,Florida,€‰Ë –‹””,,2023,Female,Child,,7/10/2023,,
,8/3/2023,37,Florida,Ra'anana,Pharmacist,2023,Female,Married,Katin Chozer,6/8/2023,LY18,
,8/3/2023,8,Florida,Ra'anana,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),6/8/2023,LY18,
,8/3/2023,5,Florida,Ra'anana,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),6/8/2023,LY18,
,8/3/2023,2,Florida,Ra'anana,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),6/8/2023,LY18,
,8/3/2023,18,Florida,Tsor'a,Student,2023,Female,Single,Ezrach Oleh,3/11/2023,LY18,
,8/3/2023,50,New York,Tel Aviv-Yafo,Project Manager,2023,Female,Single,Katin Chozer,7/18/2023,LY04,
,8/3/2023,22,,Jerusalem,,2023,Male,Single,,,,
,8/6/2023,17,New York,Sasa,Education - High School,2023,Male,Single,,5/14/2023,,
,8/6/2023,35,Maryland,Holon,Marketing Communications,2023,Female,Divorced,Ezrach Oleh,6/1/2023,UA90,
,8/6/2023,51,California,Netanya,Finance - Investment,2023,Male,Married,Oleh,7/18/2023,UA140,
,8/6/2023,16,California,Netanya,,2023,Female,Child,Oleh,7/18/2023,UA140,
,8/7/2023,100,New York,Jerusalem,Retirement,2023,Female,Widowed,Oleh,10/20/2022,LY02,
,8/7/2023,19,New Jersey,Be'erot Yitzhak,Student,2023,Female,Single,,,,
,8/7/2023,81,Arizona,Bet Shemesh,Physician,2023,Male,Married,Oleh,12/13/2022,UA954,
,8/7/2023,79,Arizona,Bet Shemesh,Accountant CPA,2023,Female,Married,Oleh,12/13/2022,UA954,
,8/7/2023,47,Quebec,Ofakim,Academia,2023,Female,Married,Katin Chozer,6/5/2023,AC82,
,8/7/2023,14,Quebec,Ofakim,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),6/5/2023,AC82,
,8/7/2023,12,Quebec,Ofakim,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),6/5/2023,AC82,
,8/7/2023,10,Quebec,Ofakim,,2023,Male,Child,Ezrah Yelid Hul (katin/minor),6/5/2023,AC82,
,8/7/2023,8,Quebec,Ofakim,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),6/5/2023,AC82,
,8/7/2023,6,Quebec,Ofakim,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),6/5/2023,AC82,
,8/7/2023,3,Quebec,Ofakim,,2023,Female,Child,Ezrah Yelid Hul (katin/minor),6/5/2023,AC82,
,8/7/2023,19,New York,Ra'anana,,2023,Female,Single,,,,
,8/8/2023,59,Pennsylvania,Bet Shemesh,Physical Therapist,2023,Female,Married,Oleh,4/25/2023,LY28,
,8/8/2023,1,New York,Jerusalem,,2023,Female,Child,Oleh,5/22/2023,UA84,
,8/8/2023,10,New York,Jerusalem,,2023,Female,Child,Oleh,5/22/2023,UA84,
,8/8/2023,32,New York,Jerusalem,Management,2023,Male,Married,Oleh,5/22/2023,UA84,
,8/8/2023,5,New York,Jerusalem,,2023,Female,Child,Oleh,5/22/2023,UA84,
,8/8/2023,3,New York,Jerusalem,,2023,Female,Child,Oleh,5/22/2023,UA84,
,8/8/2023,7,New York,Jerusalem,,2023,Female,Child,Oleh,5/22/2023,UA84,
,8/8/2023,32,New York,Jerusalem,Therapy/Counseling,2023,Female,Married,Oleh,5/22/2023,UA84,
,8/8/2023,74,New York,Tel Aviv-Yafo,Retirement,2023,Male,Married,Oleh,2/21/2023,LY28,
,8/8/2023,36,New York,Jerusalem,Education Administration,2023,Female,Single,Oleh,4/11/2023,LY28,
,8/8/2023,1,New Jersey,Beit Shemesh,,2023,Female,Child,Oleh,4/24/2023,LY28,
,8/8/2023,5,New Jersey,Beit Shemesh,,2023,Male,Child,Oleh,4/24/2023,LY28,
,8/8/2023,30,New Jersey,Beit Shemesh,Education - Tutor,2023,Male,Married,Oleh,4/24/2023,LY28,
,8/8/2023,3,New Jersey,Beit Shemesh,,2023,Male,Child,Oleh,4/24/2023,LY28,
