,,,Í–ËŸ⁄ ‚‹ŸŸ‘,“Ÿ‹,ﬁ”Ÿ‡Í ﬁÁ’Ë,‚ŸË ﬁ“’ËŸ› —ŸÈË–‹,ﬁÁÊ’‚,ﬁ“”Ë,ﬁÊ— ﬁÈ‰◊ÍŸ,·ÿÿ’· ‚‹ŸŸ‘,Í–ËŸ⁄ Ë–Ÿ’ﬂ ‚‹ŸŸ‘,ﬁ·' ÿŸ·‘,‘ÈÍŸŸ€’Í ”ÍŸÍ,Í’–Ë,
,,,8/29/2023,53,New Jersey,Ra'anana,Other,Male,Married,Oleh,5/14/2023,LY28,Modern Orthodox,Doctorate Degree,
,,,8/29/2023,14,New Jersey,Ra'anana,,Male,Child,Oleh,5/14/2023,LY28,Modern Orthodox,,
,,,8/29/2023,9,New Jersey,Ra'anana,,Female,Child,Oleh,5/14/2023,LY28,Modern Orthodox,,
,,,8/29/2023,,New York,Bet Shemesh,,Male,Child,Oleh,5/29/2023,LY28,Frum,,
,,,8/29/2023,28,New York,Bet Shemesh,Audiologist,Female,Married,Oleh,5/29/2023,LY28,Frum,Bachelors Degree,
,,,8/29/2023,33,New York,Bet Shemesh,Nurse,Male,Married,Ezrach Oleh,5/29/2023,LY28,Frum,Associates Degree,
,,,8/29/2023,4,New York,Bet Shemesh,,Male,Child,Oleh,5/29/2023,LY28,Frum,,
,,,8/29/2023,1,New York,Bet Shemesh,,Female,Child,Oleh,5/29/2023,LY28,Frum,,
,,,8/29/2023,33,New York,Nehusha,Homemaker,Female,Married,Oleh,7/24/2023,LY28,Orthodox,,
,,,8/29/2023,33,New York,Nehusha,Construction,Male,Married,Oleh,7/24/2023,LY28,Orthodox,,
,,,8/29/2023,5,New York,Nehusha,,Female,Child,Oleh,7/24/2023,LY28,Orthodox,,
,,,8/29/2023,3,New York,Nehusha,,Male,Child,Oleh,7/24/2023,LY28,Orthodox,,
,,,8/29/2023,1,New York,Nehusha,,Male,Child,Oleh,7/24/2023,LY28,Orthodox,,
,,,8/29/2023,20,New Jersey,Jerusalem,Student,Female,Single,Ezrach Oleh,7/20/2023,LY28,Orthodox,Diploma/GED,
,,,8/29/2023,18,Connecticut,Eli,Student,Male,Single,Katin Chozer,8/16/2023,LY28,Modern Orthodox,,
,,,8/29/2023,21,,Tel Aviv-Yafo,,Male,Single,,,,Other,,
,,,8/30/2023,25,Ontario,Tel Aviv-Yafo,Student,Female,Single,Katin Chozer,7/10/2023,AC80,Traditional,,
,,,8/30/2023,21,New York,Bet Shemesh,Biologist,Female,Married,Oleh,7/23/2023,LY04,Orthodox,,
,,,8/30/2023,36,South Dakota,Tel Aviv-Yafo,Entrepreneur,Male,Single,Oleh,6/13/2023,LY04,Reform,,
,,,8/30/2023,23,New Jersey,Tsfat,Athlete,Male,Single,Oleh,5/14/2023,LY04,Conservative,,
,,,8/30/2023,24,New York,Ma'ale Adumim,Student,Male,Single,Oleh,7/25/2023,LY04,Reform,,
,,,8/30/2023,18,New York,Jerusalem,,Female,Single,,,,Modern Orthodox,,
,,,8/31/2023,75,Ontario,Jerusalem,Professor,Male,Married,Oleh Miyom Shuvo,11/23/2022,AC80,Traditional,Other,
,,,8/31/2023,67,Ontario,Jerusalem,Accountant,Female,Married,Oleh Miyom Shuvo,11/23/2022,AC80,Traditional,Other,
,,,8/31/2023,0,Quebec,Tsfat,,Male,Child,Oleh,6/12/2023,AC82,Orthodox,,
,,,8/31/2023,2,Quebec,Tsfat,,Male,Child,Oleh,6/12/2023,AC82,Orthodox,,
,,,8/31/2023,9,Quebec,Tsfat,,Male,Child,Oleh,6/12/2023,AC82,Orthodox,,
,,,8/31/2023,7,Quebec,Tsfat,,Male,Child,Oleh,6/12/2023,AC82,Orthodox,,
,,,8/31/2023,4,Quebec,Tsfat,,Male,Child,Oleh,6/12/2023,AC82,Orthodox,,
,,,8/31/2023,41,Quebec,Tsfat,Rabbinate,Male,Married,Ezrach Oleh,6/12/2023,AC82,Orthodox,,
,,,8/31/2023,40,Quebec,Tsfat,Education - Early Childhood,Female,Married,Oleh,6/12/2023,AC82,Orthodox,,
,,,8/31/2023,6,Quebec,Tsfat,,Male,Child,Oleh,6/12/2023,AC82,Orthodox,,
,,,8/31/2023,73,New York,Jerusalem,Finance - Investment,Male,Married,,,,Modern Orthodox,,
,,,8/31/2023,26,Quebec,Netanya,Student,Male,Single,Ezrach Oleh,1/19/2023,AC82,Orthodox,Other,
,,,8/31/2023,54,Tennessee,Haifa,Engineer - General,Female,Divorced,Oleh,9/19/2022,LY18,Reform,Masters Degree,
,,,8/31/2023,25,Tennessee,Haifa,Biologist,Female,Single,Oleh,9/29/2022,LY18,Reform,,
,,,8/31/2023,66,Ontario,Netanya,Artist,Male,Married,Oleh,3/29/2023,AC80,Modern Orthodox,,
,,,8/31/2023,62,Ontario,Netanya,Law Clerk,Female,Married,Oleh,3/29/2023,AC80,Modern Orthodox,Diploma/GED,
,,,8/31/2023,31,California,Tel Aviv-Yafo,Psychologist - Clinical,Female,Married,Oleh,7/18/2023,LY06,Reform,Phd,
,,,8/31/2023,18,Georgia,Ra'anana,Other,Female,Single,Katin Chozer,8/2/2023,LY18,Reform,,
,,,9/3/2023,24,Pennsylvania,Ra'anana,Student,Female,Single,,6/7/2021,,Reform,,
,,,9/3/2023,61,New York,Jerusalem,Non Profit,Male,Divorced,Oleh,6/28/2023,EZS1575,Other,,
,,,9/3/2023,64,New York,Nof Hagalil,Finance - Investment,Male,Married,Oleh,4/28/2023,AZ812,Conservative,Bachelors Degree,
,,,9/3/2023,23,,Jerusalem,,Male,Single,,,,Conservative,,
,,,9/3/2023,19,California,Jerusalem,Student,Female,Single,Ezrach Oleh,7/14/2023,LY06,Orthodox,Diploma/GED,
,,,9/3/2023,23,Maryland,Tel Aviv-Yafo,Music Teacher,Female,Single,,,,Traditional,,
,,,9/4/2023,19,,Jerusalem,,Female,Single,,,,Frum,,
,,,9/5/2023,21,,Jerusalem,,Male,Single,,,,Modern Orthodox,,
,,,9/5/2023,35,Ontario,Tel Aviv-Yafo,Account Manager,Female,Divorced,Oleh,5/4/2023,AC80,Modern Orthodox,Diploma/GED,
,,,9/5/2023,20,,Jerusalem,,Female,Single,,,,Modern Orthodox,,
,,,9/5/2023,37,Virginia,Rehovot,Software Engineer,Male,Married,,,,Traditional,Bachelors Degree,
,,,9/6/2023,69,FL,Jerusalem,Retirement,Female,Married,Oleh,6/28/2023,LY02,Modern Orthodox,,
,,,9/6/2023,67,FL,Jerusalem,Lawyer,Male,Married,Oleh,6/28/2023,LY02,Modern Orthodox,,
,,,9/6/2023,86,California,Elazar,Software Engineer,Male,Widowed,Oleh,11/28/2022,TK80/TK864,Non-Affiliated,,
,,,9/6/2023,26,Illinois,Ra'anana,Jewish Education,Female,Single,Oleh,6/27/2023,LY02,Reform,Masters Degree,
,,,9/6/2023,19,New York,Jerusalem,Student,Female,Adult Child,,,,Frum,Diploma/GED,
,,,9/7/2023,66,Florida,Jerusalem,Finance - Investment,Male,Married,Oleh,6/13/2023,LY28,Modern Orthodox,JD,
,,,9/7/2023,67,Florida,Jerusalem,Homemaker,Female,Married,Oleh,6/13/2023,LY28,Modern Orthodox,,
,,,9/7/2023,37,Massachusetts,Bet Shemesh,Physician,Male,Married,Oleh,7/12/2023,LY28,Orthodox,MD,
,,,9/7/2023,75,Tennessee,Haifa,Retirement,Male,Married,Oleh,7/17/2023,DL248,Orthodox,,
,,,9/7/2023,69,Tennessee,Haifa,Retirement,Female,Married,Oleh,7/17/2023,DL248,Orthodox,,
,,,9/7/2023,80,California,Jerusalem,Education - Elementary,Female,Married,Oleh Miyom Shuvo,3/1/2023,LY06,Traditional,Other,
,,,9/7/2023,79,California,Jerusalem,Factory Worker,Male,Married,Oleh,3/1/2023,LY06,Traditional,Other,
,,,9/7/2023,61,New Jersey,Afula,Education - High School,Female,Widowed,Oleh,7/26/2023,LY28,Modern Orthodox,Associates Degree,
,,,9/7/2023,31,,Tel Aviv-Yafo,,Male,Divorced,Oleh,5/31/2023,LY18,Traditional,,
,,,9/7/2023,70,Florida,Jerusalem,Sales - Retail,Female,Divorced,Oleh Miyom Shuvo,7/13/2023,LY18,,,
,,,9/7/2023,51,California,Qatsrin,Sales,Male,Married,Oleh,7/24/2023,LY06,Orthodox,,
,,,9/7/2023,50,California,Qatsrin,Acupuncture,Female,Married,Katin Chozer,7/24/2023,LY06,Orthodox,Masters Degree,
,,,9/7/2023,18,Ontario,Tel Aviv-Yafo,Student,Male,Single,Oleh,7/24/2023,AC80,Modern Orthodox,Other,
,,,9/7/2023,24,California,Netanya,Chef/Cook,Male,Single,Katin Chozer,7/14/2023,LY06,Conservative,,
,,,9/8/2023,0,New York,Tel Aviv-Yafo,,Female,Child,Oleh,4/13/2023,EK2636,Non-Affiliated,,
,,,9/8/2023,27,New York,Tel Aviv-Yafo,Logistics,Female,Married,Oleh,4/13/2023,EK2636,Non-Affiliated,,
,,,9/8/2023,37,New York,Tel Aviv-Yafo,Engineer - Computer,Male,Married,Oleh,4/13/2023,EK2636,Non-Affiliated,Doctorate Degree,
,,,9/10/2023,65,Quebec,Jerusalem,Pharmaceuticals,Female,Married,,,,Orthodox,,
,,,9/11/2023,1,Ontario,Modiin,,Male,Child,Oleh,3/20/2023,AC80,Modern Orthodox,,
,,,9/11/2023,27,Ontario,Modiin,Business,Male,Married,Oleh,3/20/2023,AC80,Modern Orthodox,,
,,,9/11/2023,25,Ontario,Modiin,Assistant Manager,Female,Married,Oleh,3/20/2023,AC80,Modern Orthodox,,
,,,9/11/2023,4,Ontario,Modiin,,Female,Child,Oleh,3/20/2023,AC80,Modern Orthodox,,
,,,9/11/2023,15,California,Jerusalem,,Female,Child,Temporary Resident,2/28/2023,,Modern Orthodox,,
,,,9/11/2023,41,Ontario,Ashdod,Medical Secretary,Female,Single,Oleh,4/25/2023,AC80,Liberal,Diploma/GED,
,,,9/11/2023,84,Quebec,Herzliya,Social Work,Female,Widowed,Oleh,6/22/2023,AC82,Reconstructionist,Diploma/GED,
,,,9/11/2023,91,New York,Jerusalem,Retirement,Female,Widowed,Oleh,7/30/2023,DL234,Modern Orthodox,Bachelors Degree,
,,,9/13/2023,26,Ohio,Tel Aviv-Yafo,Business,Female,Single,,6/27/2023,,Reform,,
,,,9/13/2023,39,New York,Tel Aviv-Yafo,Human Resources/Recruitment,Female,Married,Other,8/12/2020,,Traditional,,
,,,9/13/2023,68,New York,Kiryat Malachi,Physician,Male,Married,,,,Orthodox,Doctorate Degree,
,,,9/13/2023,20,Illinois,Ari'el,Student,Male,Single,Oleh,3/28/2023,LY28,Modern Orthodox,High School,
,,,9/13/2023,89,Illinois,Bet Shemesh,Retirement,Male,Married,,,,Orthodox,Diploma/GED,
,,,9/13/2023,82,Illinois,Bet Shemesh,Advertising,Female,Married,,,,Orthodox,Diploma/GED,
,,,9/13/2023,21,New York,Metzad,Academia,Female,Married,,,,Orthodox,,
,,,9/13/2023,68,New Jersey,Kokhav Ya'akov,Physician,Female,Divorced,Oleh,6/14/2023,LY28,Non-Affiliated,MD,
,,,9/13/2023,45,New York,Jerusalem,Writer,Female,Divorced,Oleh,6/28/2023,LY28,Other,,
,,,9/13/2023,28,California,Jerusalem,,Male,Single,,,,Modern Orthodox,,
,,,9/13/2023,38,Texas,Modi'in-Maccabim-Re'ut,IT Manager,Male,Married,,,,Modern Orthodox,Associates Degree,
,,,9/13/2023,52,Pennsylvania,Hadera,Driver,Male,Married,Oleh,7/11/2023,LY28,Chabad,,
,,,9/13/2023,27,Ontario,Bet Shemesh,Artist,Female,Single,,12/14/2021,,Modern Orthodox,,
,,,9/13/2023,26,New Jersey,Jerusalem,Internet Marketing,Male,Married,Oleh,7/14/2021,,Orthodox,,
,,,9/13/2023,22,,Bet Shemesh,Student,Female,Single,,,,Modern Orthodox,,
,,,9/13/2023,25,British Columbia,Jerusalem,Beauty,Female,Married,,,,Orthodox,,
,,,9/13/2023,91,New York,Jerusalem,Retirement,Male,Widowed,,,,Chasidish,,
,,,9/13/2023,63,New York,Jerusalem,Retirement,Female,Married,,,,Chasidish,,
,,,9/13/2023,61,New York,Jerusalem,Accountant CPA,Female,Married,Oleh,12/29/2022,LY28,Orthodox,,
,,,9/13/2023,63,New York,Jerusalem,Management,Male,Married,Oleh,12/29/2022,LY28,Orthodox,,
,,,9/13/2023,43,New York,Ashdod,,Female,Married,,,,Ultra Orthodox,,
,,,9/13/2023,22,New York,Herzliya,,Female,Single,,,,Modern Orthodox,High School,
,,,9/13/2023,94,Florida,Caesarea,Retirement,Male,Widowed,Oleh,7/19/2023,LY28,Traditional,,
,,,9/13/2023,70,Maryland,Kefar Sava,Retirement,Male,Married,Oleh,1/18/2023,LY28,Conservative,Bachelors Degree,
,,,9/13/2023,36,New York,Jerusalem,Artist,Female,Married,,,,Orthodox,,
,,,9/13/2023,36,New York,Jerusalem,Therapy/Counseling,Male,Married,,,,Orthodox,,
,,,9/13/2023,83,New York,Tel Mond,Retirement,Female,Widowed,Oleh,7/7/2022,LY28,Modern Orthodox,,
,,,9/13/2023,21,Florida,Jerusalem,Student,Male,Single,,,,Frum,Diploma/GED,
,,,9/13/2023,22,New York,Jerusalem,,Male,Single,,,,Orthodox,,
,,,9/13/2023,72,Florida,Jerusalem,Homemaker,Female,Married,Oleh,3/20/2023,LY28,Modern Orthodox,Masters Degree,
,,,9/13/2023,76,Florida,Jerusalem,Physician,Male,Married,Oleh,3/20/2023,LY28,Modern Orthodox,MD,
,,,9/13/2023,62,Maryland,Bet Shemesh,Accountant,Male,Married,,6/2/2022,LY26,Modern Orthodox,Masters Degree,
,,,9/13/2023,16,New York,Jerusalem,,Male,Child,,,,Modern Orthodox,,
,,,9/13/2023,20,Connecticut,Herzliya,,Male,Single,,,,Modern Orthodox,High School,
,,,9/13/2023,20,Michigan,Tel Aviv-Yafo,,Male,Single,,,,Modern Orthodox,High School,
,,,9/13/2023,84,Connecticut,Yad Binyamin,Pilot,Male,Widowed,Oleh,7/18/2022,LY28,Conservative,,
,,,9/13/2023,21,Maryland,Herzliya,,Female,Single,,,,Conservative,,
,,,9/13/2023,23,California,Jerusalem,Software Engineer,Female,Single,Temporary Resident,6/8/2022,,Modern Orthodox,,
,,,9/13/2023,21,Pennsylvania,Bet Shemesh,,Male,Single,,,,Modern Orthodox,,
,,,9/13/2023,45,,Jerusalem,,Male,Married,,,,Frum,,
,,,9/13/2023,20,New York,Bet Shemesh,Army,Male,Single,,,,Orthodox,,
,,,9/13/2023,45,New York,Migdal Haemek,Sales,Male,Single,Katin Chozer,1/18/2023,LY28,Traditional,,
,,,9/13/2023,24,New York,Jerusalem,Massage Therapist,Male,Single,,,,Masorti,,
,,,9/13/2023,21,Georgia,Ma'agan Michael,Food Services,Male,Single,Ezrach Oleh,7/26/2023,LY28,Reform,,
,,,9/13/2023,34,New Jersey,Jerusalem,,Female,Single,,,,Modern Orthodox,,
,,,9/13/2023,30,New York,Jerusalem,Kollel,Male,Married,,6/13/2023,,Frum,,
,,,9/13/2023,89,Maryland,Afula,Retirement,Female,Widowed,Oleh,7/27/2023,LY28,Orthodox,,
,,,9/13/2023,55,Maryland,Afula,Other,Female,Single,Oleh,7/27/2023,LY28,Orthodox,,
,,,9/13/2023,56,New York,Jerusalem,Real Estate Developer,Female,Married,Oleh,2/7/2023,LY28,Frum,JD,
,,,9/13/2023,25,New Jersey,Herzliya,Biotech,Male,Single,Oleh,12/22/2022,LY28,Modern Orthodox,Diploma/GED,
,,,9/13/2023,23,Texas,Gan Yavneh,Sales - Retail,Male,Single,,,,Reform,,
,,,9/13/2023,21,New York,Jerusalem,Army,Female,Single,,,,Frum,,
,,,9/13/2023,21,New York,Jerusalem,,Female,Married,,,,Yeshivish,,
,,,9/13/2023,24,,Bet Shemesh,,Male,Married,,,,Chasidish,,
,,,9/13/2023,84,Illinois,Eli,Retirement,Female,Widowed,Oleh,7/25/2023,LY28,Modern Orthodox,,
,,,9/13/2023,29,Hawaii,Tel Aviv-Yafo,Software Engineer,Male,Single,,,,Non-Affiliated,,
,,,9/13/2023,24,,Tel Aviv-Yafo,,Female,Single,,,,Modern Orthodox,,
,,,9/13/2023,24,Indiana,Be'er Sheva,Student,Female,Married,,,,Orthodox,,
,,,9/13/2023,36,New York,Tel Aviv-Yafo,Photography,Female,Married,,,,Non-Affiliated,,
,,,9/13/2023,40,Maryland,Bet Arif,Compliance,Female,Married,Oleh,5/3/2023,LY28,Conservative,Masters Degree,
,,,9/13/2023,4,Maryland,Bet Arif,,Male,Child,Ezrah Yelid Hul (katin/minor),5/3/2023,LY28,Conservative,,
,,,9/13/2023,2,Maryland,Bet Arif,,Male,Child,Ezrah Yelid Hul (katin/minor),5/3/2023,LY28,Conservative,,
,,,9/13/2023,80,,Jerusalem,,Female,Widowed,,,,Non-Affiliated,,
,,,9/13/2023,19,New Jersey,,Student,Female,Single,Oleh,8/7/2023,,Modern Orthodox,Diploma/GED,
,,,9/13/2023,18,New Jersey,Kiryat Ye'arim,Student,Female,Single,,,,Orthodox,,
,,,9/13/2023,22,California,Tsfat,Student,Female,Single,,,,Frum,,
,,,9/13/2023,31,New York,Jerusalem,Education - Early Childhood,Female,Single,Oleh,5/14/2023,LY28,Modern Orthodox,,
,,,9/13/2023,19,Connecticut,Naveh,Student,Male,Single,,,,Modern Orthodox,,
,,,9/13/2023,25,Missouri,Jerusalem,Unemployed,Male,Single,,,,Modern Orthodox,Bachelors Degree,
,,,9/13/2023,24,New York,Jerusalem,Student,Male,Married,,,,Frum,,
,,,9/13/2023,69,New York,Jerusalem,Education - High School,Female,Married,Oleh,7/11/2023,LY28,Orthodox,,
,,,9/13/2023,72,New York,Jerusalem,Administration,Male,Married,Oleh,7/11/2023,LY28,Orthodox,Masters Degree,
,,,9/13/2023,22,Georgia,Herzliya,Athlete,Female,Single,,,,Reform,,
,,,9/13/2023,34,,Jerusalem,,Female,Divorced,,,,Frum,,
,,,9/13/2023,24,Ontario,Geva Binyamin,Business,Female,Single,,,,Conservative,,
,,,9/13/2023,20,New York,Tsfat,Student,Female,Married,,,,Chasidish,,
,,,9/13/2023,53,Texas,Modi'in-Maccabim-Re'ut,Lawyer,Male,Married,Oleh,8/15/2023,LY28,Modern Orthodox,Doctorate Degree,
,,,9/13/2023,49,Texas,Modi'in-Maccabim-Re'ut,Self Employed/Small Business,Female,Married,Oleh,8/15/2023,LY28,Modern Orthodox,Masters Degree,
,,,9/13/2023,23,,Modi'in Ilit,Grant Writer,Male,Single,,,,Non-Affiliated,,
,,,9/13/2023,36,Illinois,Tsfat,Physical Therapist,Female,Single,Oleh,8/1/2023,LY28,Orthodox,Doctorate Degree,
,,,9/13/2023,36,Georgia,Jerusalem,Alternative Medicine,Female,Single,,,,Modern Orthodox,Other,
,,,9/13/2023,20,Florida,Jerusalem,Student,Female,Single,,,,Orthodox,,
,,,9/13/2023,23,,Be'er Sheva,Student,Female,Married,,,,Traditional,,
,,,9/13/2023,21,New Jersey,Jerusalem,,Male,Single,,,,Modern Orthodox,,
,,,9/13/2023,36,,Jerusalem,,Female,Married,,,,Modern Orthodox,,
,,,9/13/2023,80,Pennsylvania,Yad Binyamin,Army,Male,Married,Oleh,6/26/2023,LY28,Orthodox,Doctorate Degree,
,,,9/13/2023,78,Pennsylvania,Yad Binyamin,Education - Elementary,Female,Married,Oleh,6/26/2023,LY28,Orthodox,,
,,,9/13/2023,19,New York,Modi'in-Maccabim-Re'ut,Student,Male,Single,,,,Non-Affiliated,,
,,,9/13/2023,23,New Jersey,Jerusalem,Student,Female,Single,Oleh,6/6/2023,LY28,Modern Orthodox,Associates Degree,
,,,9/13/2023,31,Pennsylvania,Tel Aviv-Yafo,Venture Capital,Male,Single,,,,Modern Orthodox,,
,,,9/13/2023,23,New Jersey,Netivot,Student,Male,Married,,,,Yeshivish,,
,,,9/13/2023,27,,Herzliya,,Male,Married,,,,Orthodox,,
,,,9/13/2023,20,New Jersey,Jerusalem,Accountant,Female,Single,,,,Modern Orthodox,,
,,,9/13/2023,63,New York,Giv'at Ze'ev,Education - High School,Male,Married,Oleh,7/11/2023,,Frum,,
,,,9/13/2023,61,New York,Giv'at Ze'ev,Nurse,Female,Married,Oleh,7/11/2023,,Frum,Bachelors Degree,
,,,9/13/2023,47,,Jerusalem,,Male,Married,,,,Modern Orthodox,,
,,,9/13/2023,27,,Jerusalem,,Female,Single,,,,Reconstructionist,,
,,,9/13/2023,19,CT,Sde Eliyahu,Student,Female,Single,Oleh,7/26/2023,LY28,Conservative,,
,,,9/13/2023,26,,Jerusalem,,Female,Single,,,,Conservative,,
,,,9/13/2023,28,,Tel Aviv-Yafo,Video Editor,Male,Single,,,,Conservative,,
,,,9/13/2023,20,Wisconsin,Jerusalem,Student,Male,Single,Oleh,7/18/2023,LY28,Frum,,
,,,9/13/2023,23,New Jersey,Tel Aviv-Yafo,Education - Elementary,Female,Single,,,,Reform,,
,,,9/13/2023,19,Massachusetts,,,Male,Single,,,,Modern Orthodox,,
,,,9/13/2023,24,New York,Jerusalem,Student,Female,Married,,,,Frum,,
,,,9/13/2023,18,,Ramat Beit Shemesh,Student,Female,Single,,,,Yeshivish,,
,,,9/13/2023,32,New Jersey,Moshav Salit,Music Teacher,Male,Single,Ezrach Oleh,8/10/2023,LY28,Other,,
,,,9/13/2023,72,,Jerusalem,Finance,Female,Married,,,,Modern Orthodox,Masters Degree,
,,,9/13/2023,27,New York,Tel Aviv-Yafo,Venture Capital,Male,Single,,,,Modern Orthodox,Diploma/GED,
,,,9/13/2023,33,,Tel Aviv-Yafo,,Female,Single,Oleh,,,Modern Orthodox,,
,,,9/13/2023,24,Ontario,Tel Aviv-Yafo,,Female,Single,,,,Modern Orthodox,,
,,,9/13/2023,23,,Jerusalem,Art,Female,Married,,,,Chasidish,Other,
,,,9/13/2023,22,,Jerusalem,Accountant,Female,Married,,,,Yeshivish,,
,,,9/13/2023,33,,Tel Aviv-Yafo,,Female,Married,,,,Modern Orthodox,,
,,,9/13/2023,32,,Tel Aviv-Yafo,,Male,Married,,,,Modern Orthodox,,
,,,9/14/2023,52,California,Ra'anana,Sales,Female,Married,Oleh,6/5/2023,LY06,Conservative,,
,,,9/14/2023,52,California,Ra'anana,Sales,Male,Married,Oleh,6/5/2023,LY06,Conservative,Associates Degree,
,,,9/14/2023,14,California,Ra'anana,,Male,Child,Oleh,6/5/2023,LY06,Conservative,,
,,,9/14/2023,24,New York,Jerusalem,Sales - Retail,Female,Single,Oleh,8/18/2022,LY02,Chabad,Masters Degree,
,,,9/14/2023,66,New York,Jerusalem,Sales - Retail,Male,Married,Oleh,8/18/2022,LY02,Chabad,Masters Degree,
,,,9/14/2023,36,New York,Jerusalem,Sales - Retail,Male,Single,Oleh,8/18/2022,LY02,Chabad,Masters Degree,
,,,9/14/2023,32,New York,Jerusalem,Sales - Retail,Male,Single,Oleh,8/18/2022,LY02,Chabad,Masters Degree,
,,,9/14/2023,57,New York,Jerusalem,Sales - Retail,Female,Married,,8/18/2022,LY02,Chabad,Masters Degree,
,,,9/14/2023,1,Washington,Jerusalem,,Male,Child,Oleh,8/8/2020,LY06,Orthodox,,
,,,9/14/2023,38,Washington,Jerusalem,Homemaker,Female,Married,Ezrach Oleh,8/8/2020,LY06,Orthodox,,
,,,9/14/2023,12,Washington,Jerusalem,,Female,Child,Oleh,8/8/2020,LY06,Orthodox,,
,,,9/14/2023,8,Washington,Jerusalem,,Female,Child,Oleh,8/8/2020,LY06,Orthodox,,
,,,9/14/2023,5,Washington,Jerusalem,,Male,Child,Oleh,8/8/2020,LY06,Orthodox,,
,,,9/14/2023,3,Washington,Jerusalem,,Female,Child,Oleh,8/8/2020,LY06,Orthodox,,
,,,9/14/2023,43,Washington,Jerusalem,Finance - Analyst,Male,Married,Oleh,8/8/2020,LY06,Orthodox,,
,,,9/14/2023,31,Oregon,Tel Aviv-Yafo,Customer Success Management,Male,Single,Ezrach Oleh,7/13/2023,LY06,Other,,
,,,9/14/2023,63,California,Haifa,Real Estate - Property Manager,Female,Single,Oleh,8/16/2023,LY06,Non-Affiliated,Bachelors Degree,
,,,9/14/2023,20,California,,Student,Male,Single,Oleh,8/7/2023,LY06,Orthodox,,
,,,9/14/2023,29,New York,Tel Aviv-Yafo,Software Engineer,Male,Single,Oleh,8/3/2023,LY02,Modern Orthodox,Bachelors Degree,
,,,9/14/2023,47,California,Tel Aviv-Yafo,Lawyer,Female,Single,Oleh,6/8/2023,LY06,Conservative,JD,
,,,9/14/2023,27,District of Columbia,Tel Aviv-Yafo,,Female,Single,Ezrach Oleh,6/25/2023,LY18,Conservative,,
,,,9/18/2023,20,,Jerusalem,,Female,Married,,,,Chasidish,,
,,,9/19/2023,24,New York,Haifa,,Male,Single,,,,Other,,
,,,9/20/2023,72,New York,Jerusalem,Business,Male,Married,Oleh,7/13/2023,UA84,Frum,Masters Degree,
,,,9/20/2023,69,New York,Jerusalem,Business,Female,Married,Oleh,7/13/2023,UA84,Frum,,
,,,9/20/2023,42,Ontario,Bet Shemesh,Social Work,Female,Married,,,,Orthodox,Masters Degree,
,,,9/20/2023,18,,Ramat Gan,Unemployed,Male,Single,Ezrach Oleh,8/11/2023,LY16,Orthodox,,
,,,9/21/2023,56,Quebec,Netanya,Education - Early Childhood,Female,Divorced,Katin Chozer,1/23/2023,AC82,Modern Orthodox,Other,
,,,9/21/2023,18,Quebec,Netanya,,Female,Single,Ezrah Yelid Hul (katin/minor),1/23/2023,AC82,Modern Orthodox,,
,,,9/21/2023,17,Pennsylvania,Efrat,,Male,Child,Oleh,6/26/2023,LY02,Modern Orthodox,,
,,,9/21/2023,59,Pennsylvania,Efrat,Training,Male,Married,Oleh,6/26/2023,LY02,Modern Orthodox,,
,,,9/21/2023,58,Pennsylvania,Efrat,Environmental Science,Female,Married,Oleh,6/26/2023,LY02,Modern Orthodox,,
,,,9/21/2023,22,New Jersey,Herzliya,Student,Female,Single,Ezrach Oleh,7/10/2023,LY02,Modern Orthodox,Diploma/GED,
,,,9/21/2023,48,Michigan,Bet Shemesh,Medical Lab Worker,Female,Married,Ezrach Oleh,7/25/2023,LY02,Orthodox,,
,,,9/21/2023,50,Michigan,Bet Shemesh,Computer Technician,Male,Married,Oleh,7/25/2023,LY02,Orthodox,,
,,,9/21/2023,21,Texas,Herzliya,Student,Female,Single,Katin Chozer,8/29/2023,LY02,Modern Orthodox,High School,
,,,9/21/2023,24,Maryland,Jerusalem,Student,Male,Single,Katin Chozer,8/9/2023,LY02,Modern Orthodox,Associates Degree,
,,,9/21/2023,23,Quebec,Netanya,Welder,Male,Single,Ezrach Oleh,1/19/2023,AC82,Modern Orthodox,,
,,,9/21/2023,23,Massachusetts,Tel Aviv-Yafo,Student,Female,Single,Katin Chozer,5/22/2023,LY02,Non-Affiliated,,
,,,9/21/2023,61,New York,Jerusalem,Design,Female,Married,Oleh,7/6/2023,LY02,Modern Orthodox,,
,,,9/21/2023,60,New York,Jerusalem,Accountant,Male,Married,Oleh,7/6/2023,LY02,Modern Orthodox,Masters Degree,
,,,9/21/2023,23,Georgia,Petah Tikva,,Female,Single,Oleh,6/12/2023,LY02,Modern Orthodox,Diploma/GED,
,,,9/21/2023,26,New York,Jerusalem,Translation/Interpretation,Female,Married,Oleh,4/27/2023,LY02,Modern Orthodox,Bachelors Degree,
,,,9/21/2023,36,New York,Jerusalem,Sales,Male,Married,Oleh,4/27/2023,LY02,Modern Orthodox,,
,,,9/21/2023,39,New Jersey,Tel Aviv-Yafo,Education - Early Childhood,Female,Single,Oleh,6/15/2023,LY02,Conservative,,
,,,9/21/2023,24,England,Tel Aviv-Yafo,,Female,Single,Oleh,6/19/2023,LY02,Reform,,
